Symbol Name,Character,UEB,UEB MathML example,BAUK,BAUK MathML example,Marburg,Marburg Mathml example,Unified Spanish ,Unified Spanish mathml example,Woluwe,Woluwe mathml example,Antoine,Antoine mathml example,Italian,Italian mathml example,Swedish,Sweden mathml example,Finnish,Mathml  example,Russian,Mathml example,Unified Arabic,Unified Arabic ASCII
up down double arrow,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠪⠪⠒⠒⠕⠕,}<{{33oo
up down white arrow,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠸⠪⠒⠒⠕,}<_{33o
up right diagonal ellipsis,,,,,,,,,,,,,,,,,,,,,,⠘⠄⠄⠄,^'''
up-pointing triangle with left half black,,,,,,,,,,,,,,,,,,,,,,⠻⠒⠃,}3b
up-pointing triangle with right half black,,,,,,,,,,,,,,,,,,,,,,⠻⠒⠃,}3b
upper half circle,,,,,,,,,,,,,,,,,,,,,,,
upper integral,,,,,,⠮⠒,,⠈⠉⠯⠱,,,,,,,,,,,,,,,
upper left enlarged half-bracket,,,,,,,,,,,,,,,,,,,,,,,
upper left half-bracket,,,,,,⠐⠘⠷,,,,,,,,,,,,,,,,,
upper left triangle,,,,,,,,,,,,,,,,,,,,,,⠻⠒,}3
upper limit (limit superior),,,,,,⠼⠇⠒,,⠈⠉⠇⠊⠍⠄,,,,,,,,,,,,,,,
upper right enlarged half-bracket,,,,,,,,,,,,,,,,,,,,,,,
upper right half-bracket,,,,,,⠐⠘⠾,,,,,,,,,,,,,,,,,
upper right triangle,,,,,,,,,,,,,,,,,,,,,,⠻⠒,}3
upwards arrow from bar,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠳⠒⠒⠕,}<|33o
upwards arrow with double stroke,,,,,,,,,,,,,,,,,,,,,,⠳⠳⠈⠻⠣⠒⠒⠕⠻,||@}<33o}
upwards dashed arrow,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠒ ⠒⠕,}<3 3o
upwards double arrow,,,,,,,,,,,,,,,,⠘⠦⠥⠠⠏⠊⠇⠘⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mi mathvariant=""normal""> </mi><mo mathvariant=""normal"">⇑</mo><mi mathvariant=""no

rmal""> </mi><mi mathvariant=""italic"">y</mi></math>",,,,,⠻⠣⠒⠒⠕⠕,}<33oo
upwards harpoon with barb leftwards,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠒⠒⠈⠕,}<33@o
upwards harpoon with barb rightwards,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠒⠒⠠⠕,"}<33,o"
upwards paired arrows,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠒⠒⠕⠐⠻⠣⠒⠒⠕,"}<33o""}<33o"
upwards two headed arrow,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠒⠒⠕⠕,}<33oo
upwards white arrow,,,,,,,,,,,,,,,,,,,,,,⠻⠣⠸⠒⠒⠕,}<_33o
versine,,,,,,,,,,,,,,,,,,,,,,,
vertical angles,,,,,,,,,,,,,,,,,,,,,,,
vertical bar,|,⠸⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">|</mo><mn mathvariant=""normal"">6</mn><mo mathvariant=""normal"">|</mo><mi mathvariant=""normal"">=</mi><mn mathvariant=""normal"">6</mn></math>",⠸,,⠈⠇,|x+y|,⠸,|x+y|,⠹,|x+y|,⠿,|x+y|,⠿,|x+y|,⠸,|x|,⠸,|x+y|,⠸,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfenced open=""|"" close=""|""><mover><mi>a</mi><mo>&#x2192;</mo></mover></mfenced></math>",,
vertical bar as a sign of grouping,,,,,,,,⠸,,,,⠿,,,,,,,,⠸,,,
vertical angles,,,,,,,,,,,,,,,,,,,,,,,
vertical bar over equals sign,,,,,,,,,,,,,,,,,,,,,,,
vertical bar through shaft of arrow pointing left,,,,,,,,,,,,,,,,,,,,,,⠳⠈⠻⠪⠒⠒⠻,|@}{33}
vertical bar through shaft of arrow pointing right,,,,,,,,,,,,,,,,,,,,,,⠳⠈⠻⠒⠒⠕⠻,|@}33o}
vertical ellipsis,,,,,,,,,,,,,,,,,,,,,,⠣⠄⠄⠄,<'''
vertical line used in division arrangements (varying in length),,⠸,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mlongdiv charalign=""center"" charspacing=""0px"" stackalign=""left""><mn>5</mn><mrow/><msgroup><mn>15</mn></msgroup></mlongdiv><mo>=</mo><mn>3</mn></math>",,,,,,,,,,,,,,,,,,,,
vertical two-way arrow,,,,,,,,⠸⠅,,,,,,,,,,,,,,⠻⠳⠣⠒⠕,}|<3o
vulgar fraction five eighths,⅝,⠼⠑⠌⠓,,⠼⠑⠦,,⠼⠑⠦,,⠼⠢⠓,,⠼⠑⠦,,⠱⠌⠳,,⠼⠢⠓,,⠼⠑⠌⠼⠓,,⠼⠑⠦,,⠼⠑⠦,,⠼⠑⠌⠓,#e/h
vulgar fraction five sixths,⅚,⠼⠑⠌⠋,,⠼⠑⠖,,⠼⠑⠖,,⠼⠢⠋,,⠼⠑⠖,,⠱⠌⠫,,⠼⠢⠋,,⠼⠑⠌⠼⠋,,⠼⠑⠖ ,,⠼⠑⠖,,⠼⠑⠌⠋,#e/f
vulgar fraction four fifths,⅘,⠼⠙⠌⠑,,⠼⠙⠢,,⠼⠙⠢,,⠼⠲⠑,,⠼⠙⠢ ,,⠹⠌⠱,,⠼⠲⠑,,⠼⠙⠌⠼⠑,,⠼⠙⠢ ,,⠼⠙⠢,,⠼⠙⠌⠑,#d/e
vulgar fraction one eighth,⅛,⠼⠁⠌⠓,,⠼⠁⠦,,⠼⠁⠦,,⠼⠂⠓,,⠼⠁⠦,,⠡⠌⠳,,⠼⠂⠓,,⠼⠁⠌⠼⠓ ,,⠼⠁⠦,,⠼⠁⠦ ,,⠼⠁⠌⠓,#a/h
vulgar fraction one fifth,⅕,⠼⠁⠌⠑,,⠼⠁⠢,,⠼⠁⠢,,⠼⠂⠑,,⠼⠁⠢,,⠡⠌⠱,,⠼⠂⠑,,⠼⠁⠌⠼⠑,,⠼⠁⠢ ,,⠼⠁⠢,,⠼⠁⠌⠑,#a/e
vulgar fraction one half,½,⠼⠁⠌⠃,,⠼⠁⠆,,⠼⠁⠆,,⠼⠂⠃,,⠼⠁⠆,,⠡⠌⠣,,⠼⠂⠃,,⠼⠁⠌⠼⠃,,⠼⠁⠆,,⠼⠁⠆,,⠼⠁⠌⠃,#a/b
vulgar fraction one ninth,⅑,⠼⠁⠌⠊,,⠼⠁⠔,,⠼⠁⠔,,⠼⠂⠊,,⠼⠁⠔,,⠡⠌⠪,,⠼⠂⠊,,⠼⠁⠌⠼⠊ ,,⠼⠁⠔ ,,⠼⠁⠔,,⠼⠁⠌⠊,#a/i
vulgar fraction one quarter,¼,⠼⠁⠌⠙,,⠼⠁⠲,,⠼⠁⠲,,⠼⠂⠙,,⠼⠁⠲,,⠡⠌⠹,,⠼⠂⠙,,⠼⠁⠌⠼⠙,,⠼⠁⠲,,⠼⠁⠲,,⠼⠁⠌⠙,#a/d
vulgar fraction one seventh,⅐,⠼⠁⠌⠛,,⠼⠁⠶,,⠼⠁⠶,,⠼⠂⠛,,⠼⠁⠶,,⠡⠌⠻,,⠼⠂⠛,,⠼⠁⠌⠼⠛,,⠼⠁⠶,,⠼⠁⠶,,⠼⠁⠌⠛,#a/g
vulgar fraction one sixth,⅙,⠼⠁⠌⠋,,⠼⠁⠖,,⠼⠁⠖,,⠼⠂⠋,,⠼⠁⠖ ,,⠡⠌⠫,,⠼⠂⠋,,⠼⠁⠌⠼⠋,,⠼⠁⠖ ,,⠼⠁⠖,,⠼⠁⠌⠋,#a/f
vulgar fraction one tenth,⅒,⠼⠁⠌⠁⠚,,⠼⠁⠂⠴,,⠼⠁⠂⠴,,⠼⠂⠁⠚,,⠼⠁⠂⠴ ,,,,⠼⠂⠁⠚,,⠼⠁⠌⠼⠁⠚,,⠼⠁⠂⠴,,⠼⠁⠂⠴,,⠼⠁⠌⠁⠚,#a/aj
vulgar fraction one third,⅓,⠼⠁⠌⠉,,⠼⠁⠒,,⠼⠁⠒,,⠼⠂⠉,,⠼⠁⠒,,⠡⠌⠩,,⠼⠂⠉,,⠼⠁⠌⠼⠉,,⠼⠁⠒,,⠼⠁⠒,,⠼⠁⠌⠉,#a/c
vulgar fraction seven eighths,⅞,⠼⠛⠌⠓,,⠼⠛⠦,,⠼⠛⠦,,⠼⠶⠓,,⠼⠛⠦ ,,⠻⠌⠳,,⠼⠶⠓,,⠼⠛⠌⠼⠓ ,,⠼⠛⠦,,⠼⠛⠦,,⠼⠛⠌⠓,#g/h
vulgar fraction three eighths,⅜,⠼⠉⠌⠓,,⠼⠉⠦,,⠼⠉⠦,,⠼⠒⠓,,⠼⠉⠦,,⠩⠌⠳,,⠼⠒⠓,,⠼⠉⠌⠼⠓,,⠼⠉⠦,,⠼⠉⠦,,⠼⠉⠌⠓,#c/h
vulgar fraction three fifths,⅗,⠼⠉⠌⠑,,⠼⠉⠢,,⠼⠉⠢,,⠼⠒⠑,,⠼⠉⠢,,⠩⠌⠱,,⠼⠒⠑,,⠼⠉⠌⠼⠑,,⠼⠉⠢,,⠼⠉⠢,,⠼⠉⠌⠑,#c/e
vulgar fraction three quarters,¾,⠼⠉⠌⠙,,⠼⠉⠲,,⠼⠉⠲,,⠼⠒⠙,,⠼⠉⠲,,⠩⠌⠹,,⠼⠒⠙,,⠼⠉⠌⠼⠙,,⠼⠉⠲ ,,⠼⠉⠲,,⠼⠉⠌⠙,#c/d
vulgar fraction two fifths,⅖,⠼⠃⠌⠑,,⠼⠃⠢,,⠼⠃⠢,,⠼⠆⠑,,⠼⠃⠢  ,,⠣⠌⠱,,⠼⠆⠑,,⠼⠃⠌⠼⠑,,⠼⠃⠢,,⠼⠃⠢,,⠼⠃⠌⠑,#b/e
vulgar fraction two thirds,⅔,⠼⠃⠌⠉,,⠼⠃⠒,,⠼⠃⠒,,⠼⠆⠉,,⠼⠃⠒,,⠣⠌⠩,,⠼⠆⠉,,⠼⠃⠌⠼⠉,,⠼⠃⠒,,⠼⠃⠒,,⠼⠃⠌⠉,#b/c
vulgar fraction zero thirds,↉,⠼⠚⠌⠉,,⠼⠚⠒,,⠼⠚⠒,,⠼⠴⠉,,⠼⠚⠒,,⠼⠌⠩,,⠼⠴⠉,,⠼⠚⠌⠼⠉,,⠼⠚⠒,,⠼⠚⠒,,⠼⠚⠌⠉,#j/c
wavy arrow shaft,,,,,,,,,,,,,,,,,,,,,,,
white down-pointing triangle,,,,,,,,,,,,,,,,,,,,,,,
yen sign,¥,⠈⠽,,,,⠸⠈⠽,,,,,,,,,,⠘⠽,,,,,,⠈⠽, @y
Αlphabets,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter xi,,⠠⠨⠭,,⠸⠭,,⠰⠘⠭,,⠘⠭,,⠸⠭,,⠨⠘⠭,,,,⠰⠠⠭,,⠸⠭,,⠸⠭,,⠈⠨⠭, @.x
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter alpha,,⠠⠨⠁,,⠸⠁,,⠰⠘⠁,,⠘⠁,,⠸⠁,,⠨⠘⠁,,⠰⠁,,⠰⠠⠁,,⠸⠁,,⠸⠁,,⠈⠨⠁, @.a
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter beta,,⠠⠨⠃,,⠸⠃,,⠰⠘⠃,,⠘⠃,,⠸⠃,,⠨⠘⠃,,⠰⠃,,⠰⠠⠃,,⠸⠃,,⠸⠃,,⠈⠨⠃, @.b
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter chi,,⠠⠨⠯,,⠸⠯,,⠰⠘⠉,,⠘⠯,,⠸⠓,,⠨⠘⠟,,,,⠰⠠⠯,,⠸⠓,,⠸⠉,,⠈⠨⠯, @.&
,,,,,,,,,,,,,,,,,,,,,,,
"greek capital letter delta (discriminant, laplace operator)",,⠠⠨⠙,,⠸⠙,,⠰⠘⠙,,⠘⠙,,⠸⠙,,⠨⠘⠙,,⠰⠙,,⠰⠠⠙,,⠸⠙,,⠸⠙,,⠈⠨⠙, @.d
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter epsilon,,⠠⠨⠑,,⠸⠑,,⠰⠘⠑,,⠘⠑,,⠸⠑,,⠨⠘⠑,,,,⠰⠠⠑,,⠸⠑,,⠸⠑,,⠈⠨⠑, @.e
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter eta,,⠠⠨⠱,,⠸⠱,,⠰⠘⠚,,⠘⠱,,⠸⠜,,⠨⠘⠓,,,,⠰⠠⠚,,⠸⠜,,⠸⠚,,⠈⠨⠱, @.:
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter gamma,,⠠⠨⠛,,⠸⠛,,⠰⠘⠛,,⠘⠛,,⠸⠛,,⠨⠘⠛,,,,⠰⠠⠛,,⠸⠛,,⠸⠛,,⠈⠨⠛, @.g
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter iota,,⠠⠨⠊,,⠸⠊,,⠰⠘⠊,,⠘⠊,,⠸⠊,,⠨⠘⠊,,,,⠰⠠⠊,,⠸⠊,,⠸⠊,,⠈⠨⠊, @.i
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter kappa,,⠠⠨⠅,,⠸⠅,,⠰⠘⠅,,⠘⠅,,⠸⠅,,⠨⠘⠅,,,,⠰⠠⠅,,⠸⠅,,⠸⠅,,⠈⠨⠅, @.k
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter lamda,,⠠⠨⠇,,⠸⠇,,⠰⠘⠇,,⠘⠇,,⠸⠇,,⠨⠘⠇,,,,⠰⠠⠇,,⠸⠇,,⠸⠇,,⠈⠨⠇, @.l
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter mu,,⠠⠨⠍,,⠸⠍,,⠰⠘⠍,,⠘⠍,,⠸⠍,,⠨⠘⠍,,,,⠰⠠⠍,,⠸⠍,,⠸⠍,,⠈⠨⠍, @.m
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter nu,,⠠⠨⠝,,⠸⠝,,⠰⠘⠝,,⠘⠝,,⠸⠝,,⠨⠘⠝,,,,⠰⠠⠝,,⠸⠝,,⠸⠝,,⠈⠨⠝, @.n
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter omega,,⠠⠨⠺,,⠸⠺,,⠰⠘⠺,,⠘⠺,,⠸⠚,,⠨⠘⠺,,⠰⠺,,⠰⠠⠺,,⠸⠚,,⠸⠺,,⠈⠨⠺, @.w
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter omicron,,⠠⠨⠕,,⠸⠕,,⠰⠘⠕,,⠘⠕,,⠸⠕,,⠨⠘⠕,,,,⠰⠠⠕,,⠸⠕,,⠸⠕,,⠈⠨⠕, @.o
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter phi,,⠠⠨⠋,,⠸⠋,,⠰⠘⠋,,⠘⠋,,⠸⠋,,⠨⠘⠋,,⠰⠋,,⠰⠠⠋,,⠸⠋,,⠸⠋,,⠈⠨⠋, @.f
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter pi,,⠠⠨⠏,,⠸⠏,,⠰⠘⠏,,⠘⠏,,⠸⠏,,⠨⠘⠏,,⠰⠏,,⠰⠠⠏,,⠸⠏,,⠸⠏,,⠈⠨⠏, @.p
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter psi,,⠠⠨⠽,,⠸⠽,,⠰⠘⠽,,⠘⠽,,⠸⠯,,⠨⠘⠽,,,,⠰⠠⠽,,⠸⠯,,⠸⠽,,⠈⠨⠽, @.y
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter rho,,⠠⠨⠗,,⠸⠗,,⠰⠘⠗,,⠘⠗,,⠸⠗,,⠨⠘⠗,,,,⠰⠠⠗,,⠸⠗,,⠸⠗,,⠈⠨⠗, @.r
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter sigma,,⠠⠨⠎,,⠸⠎,,⠰⠘⠎,,⠘⠎,,⠸⠎,,⠨⠘⠎,,⠰⠎,,⠰⠠⠎,,⠸⠎,,⠸⠎,,⠈⠨⠎, @.s
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter tau,,⠠⠨⠞,,⠸⠞,,⠰⠘⠞,,⠘⠞,,⠸⠞,,⠨⠘⠞,,,,⠰⠠⠞,,⠸⠞,,⠸⠞,,⠈⠨⠞, @.t
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter theta,,⠠⠨⠹,,⠸⠹,,⠰⠘⠓,,⠘⠹,,⠸⠹,,⠨⠘⠚,,,,⠰⠠⠓,,⠸⠹,,⠸⠓,,⠈⠨⠹, @.?
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter upsilon,,⠠⠨⠥,,⠸⠥,,⠰⠘⠥,,⠘⠥,,⠸⠽,,⠨⠘⠥,,,,⠰⠠⠥,,⠸⠽,,⠸⠧,,⠈⠨⠥, @.u
,,,,,,,,,,,,,,,,,,,,,,,
greek capital letter zeta,,⠠⠨⠵,,⠸⠵,,⠰⠘⠵,,⠘⠵,,⠸⠵,,⠨⠘⠵,,,,⠰⠠⠵,,⠸⠵,,⠸⠵,,⠈⠨⠵, @.z
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter alpha,,⠨⠁,,⠨⠁,,⠰⠁,,⠈⠁,,⠰⠁,,⠘⠁,,⠘⠁,,⠰⠁,,⠨⠁,,⠰⠁,,⠈⠨⠁, @.a
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter beta,,⠨⠃,,⠨⠃,,⠰⠃,,⠈⠃,,⠰⠃,,⠘⠃,,⠘⠃,,⠰⠃,,⠨⠃,,⠰⠃,,⠈⠨⠃, @.b
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter chi,,⠨⠯,,⠨⠯,,⠰⠉,,⠈⠯,,⠰⠓,,⠘⠟,,,,⠰⠯,,⠨⠓,,⠰⠉,,⠈⠨⠯, @.&
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter delta,,⠨⠙,,⠨⠙,,⠰⠙,,⠈⠙,,⠰⠙,,⠘⠙,,⠘⠙,,⠰⠙,,⠨⠙,,⠰⠙,,⠈⠨⠙, @.d
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter epsilon,,⠨⠑,,⠨⠑,,⠰⠑,,⠈⠑,,⠰⠑,,⠘⠑,,,,⠰⠑,,⠨⠑,,⠰⠑,,⠈⠨⠑, @.e
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter eta,,⠨⠱,,⠨⠱,,⠰⠚,,⠈⠱,,⠰⠜,,⠘⠓,,,,⠰⠚,,⠨⠜,,⠰⠚,,⠈⠨⠱, @.:
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter final sigma,,⠨⠎,,⠨⠎,,,,⠈⠎,,,,,,,,,,,,,,⠈⠨⠎, @.s
greek small letter gamma,,⠨⠛,,⠨⠛,,⠰⠛,,⠈⠛,,⠰⠛,,⠘⠛,,,,⠰⠛,,⠨⠛,,⠰⠛,,⠈⠨⠛, @.g
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter iota,,⠨⠊,,⠨⠊,,⠰⠊,,⠈⠊,,⠰⠊,,⠘⠊,,,,⠰⠊,,⠨⠊,,⠰⠊,,⠈⠨⠊, @.i
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter kappa,,⠨⠅,,⠨⠅,,⠰⠅,,⠈⠅,,⠰⠅,,⠘⠅,,,,⠰⠅,,⠨⠅,,⠰⠅,,⠈⠨⠅, @.k
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter lamda,,⠨⠇,,⠨⠇,,⠰⠇,,⠈⠇,,⠰⠇,,⠘⠇,,,,⠰⠇,,⠨⠇,,⠰⠇,,⠈⠨⠇, @.l
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter mu,,⠨⠍,,⠨⠍,,⠰⠍,,⠈⠍,,⠰⠍,,⠘⠍,,,,⠰⠍,,⠨⠍,,⠰⠍,,⠈⠨⠍, @.m
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter nu,,⠨⠝,,⠨⠝,,⠰⠝,,⠈⠝,,⠰⠝,,⠘⠝,,,,⠰⠝,,⠨⠝,,⠰⠝,,⠈⠨⠝, @.n
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter omega,,⠨⠺,,⠨⠺,,⠰⠺,,⠈⠺,,⠰⠚,,⠘⠺,,⠘⠺,,⠰⠺,,⠨⠚,,⠰⠺,,⠈⠨⠺, @.w
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter omicron,,⠨⠕,,⠨⠕,,⠰⠕,,⠈⠕,,⠰⠕,,⠘⠕,,,,⠰⠕,,⠨⠕,,⠰⠕,,⠈⠨⠕, @.o
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter phi,,⠨⠋,,⠨⠋,,⠰⠋,,⠈⠋,,⠰⠋,,⠘⠋,,⠘⠋,,⠰⠋,,⠨⠋,,⠰⠋,,⠈⠨⠋, @.f
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter pi,,⠨⠏,,⠨⠏,,⠰⠏,,⠈⠏,,⠰⠏,,⠘⠏,,⠘⠏,,⠰⠏,,⠨⠏,,⠰⠏,,⠈⠨⠏, @.p
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter psi,,⠨⠽,,⠨⠽,,⠰⠽,,⠈⠽,,⠰⠯,,⠘⠽,,,,⠰⠽,,⠨⠯,,⠰⠽,,⠈⠨⠽, @.y
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter rho,,⠨⠗,,⠨⠗,,⠰⠗,,⠈⠗,,⠰⠗,,⠘⠗,,,,⠰⠗,,⠨⠗,,⠰⠗,,⠈⠨⠗, @.r
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter sigma,,⠨⠎,,⠨⠎,,⠰⠎,,⠈⠎,,⠰⠎,,⠘⠎,,⠘⠎,,⠰⠎,,⠨⠎,,⠰⠎,,⠈⠨⠎, @.s
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter tau,,⠨⠞,,⠨⠞,,⠰⠞,,⠈⠞,,⠰⠞,,⠘⠞,,,,⠰⠞,,⠨⠞,,⠰⠞,,⠈⠨⠞, @.t
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter theta,,⠨⠹,,⠨⠹,,⠰⠓,,⠈⠹,,⠰⠹,,⠘⠚,,,,⠰⠓,,⠨⠹,,⠰⠓,,⠈⠨⠹, @.?
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter upsilon,,⠨⠥,,⠨⠥,,⠰⠥,,⠈⠥,,⠰⠽,,⠘⠥,,,,⠰⠥,,⠨⠽,,⠰⠧,,⠈⠨⠥, @.u
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter xi,,⠨⠭,,⠨⠭,,⠰⠭,,⠈⠭,,⠰⠭,,⠘⠭,,,,⠰⠭,,⠨⠭,,⠰⠭,,⠈⠨⠭, @.x
,,,,,,,,,,,,,,,,,,,,,,,
greek small letter zeta,,⠨⠵,,⠨⠵,,⠰⠵,,⠈⠵,,⠰⠵,,⠘⠵,,,,⠰⠵,,⠨⠵,,⠰⠵,,⠈⠨⠵, @.z
,,,,,,,,,,,,,,,,,,,,,,,
english capital letter A,,⠠⠁,,⠠⠁,,,,,,,,,,,,,,,,,,,
english capital letter B,,⠠⠃,,⠠⠃,,,,,,,,,,,,,,,,,,,
english capital letter C,,⠠⠉,,⠠⠉,,,,,,,,,,,,,,,,,,,
english capital letter D,,⠠⠙,,⠠⠙,,,,,,,,,,,,,,,,,,,
english capital letter E,,⠠⠑,,⠠⠑,,,,,,,,,,,,,,,,,,,
english capital letter F,,⠠⠋,,⠠⠋,,,,,,,,,,,,,,,,,,,
english capital letter G,,⠠⠛,,⠠⠛,,,,,,,,,,,,,,,,,,,
english capital letter H,,⠠⠓,,⠠⠓,,,,,,,,,,,,,,,,,,,
english capital letter I,,⠠⠊,,⠠⠊,,,,,,,,,,,,,,,,,,,
english capital letter J,,⠠⠚,,⠠⠚,,,,,,,,,,,,,,,,,,,
english capital letter K,,⠠⠅,,⠠⠅,,,,,,,,,,,,,,,,,,,
english capital letter L,,⠠⠇,,⠠⠇,,,,,,,,,,,,,,,,,,,
english capital letter M,,⠠⠍,,⠠⠍,,,,,,,,,,,,,,,,,,,
english capital letter N,,⠠⠝,,⠠⠝,,,,,,,,,,,,,,,,,,,
english capital letter O,,⠠⠕,,⠠⠕,,,,,,,,,,,,,,,,,,,
english capital letter P,,⠠⠏,,⠠⠏,,,,,,,,,,,,,,,,,,,
english capital letter Q,,⠠⠟,,⠠⠟,,,,,,,,,,,,,,,,,,,
english capital letter R,,⠠⠗,,⠠⠗,,,,,,,,,,,,,,,,,,,
english capital letter S,,⠠⠎,,⠠⠎,,,,,,,,,,,,,,,,,,,
english capital letter T,,⠠⠞,,⠠⠞,,,,,,,,,,,,,,,,,,,
english capital letter U,,⠠⠥,,⠠⠥,,,,,,,,,,,,,,,,,,,
english capital letter V,,⠠⠧,,⠠⠧,,,,,,,,,,,,,,,,,,,
english capital letter W,,⠠⠺,,⠠⠺,,,,,,,,,,,,,,,,,,,
english capital letter X,,⠠⠭,,⠠⠭,,,,,,,,,,,,,,,,,,,
english capital letter Y,,⠠⠽,,⠠⠽,,,,,,,,,,,,,,,,,,,
english capital letter Z,,⠠⠵,,⠠⠵,,,,,,,,,,,,,,,,,,,
english small letter a,,⠁,,,,,,,,,,,,,,,,,,,,,
english small letter b,,⠃,,,,,,,,,,,,,,,,,,,,,
english small letter c,,⠉,,,,,,,,,,,,,,,,,,,,,
english small letter d,,⠙,,,,,,,,,,,,,,,,,,,,,
english small letter e,,⠑,,,,,,,,,,,,,,,,,,,,,
english small letter f,,⠋,,,,,,,,,,,,,,,,,,,,,
english small letter g,,⠛,,,,,,,,,,,,,,,,,,,,,
english small letter h,,⠓,,,,,,,,,,,,,,,,,,,,,
english small letter i,,⠊,,,,,,,,,,,,,,,,,,,,,
english small letter j,,⠚,,,,,,,,,,,,,,,,,,,,,
english small letter k,,⠅,,,,,,,,,,,,,,,,,,,,,
english small letter l,,⠇,,,,,,,,,,,,,,,,,,,,,
english small letter m,,⠍,,,,,,,,,,,,,,,,,,,,,
english small letter n,,⠝,,,,,,,,,,,,,,,,,,,,,
english small letter o,,⠕,,,,,,,,,,,,,,,,,,,,,
english small letter p,,⠏,,,,,,,,,,,,,,,,,,,,,
english small letter q,,⠟,,,,,,,,,,,,,,,,,,,,,
english small letter r,,⠗,,,,,,,,,,,,,,,,,,,,,
english small letter s,,⠎,,,,,,,,,,,,,,,,,,,,,
english small letter t,,⠞,,,,,,,,,,,,,,,,,,,,,
english small letter u,,⠥,,,,,,,,,,,,,,,,,,,,,
english small letter v,,⠧,,,,,,,,,,,,,,,,,,,,,
english small letter w,,⠺,,,,,,,,,,,,,,,,,,,,,
english small letter x,,⠭,,,,,,,,,,,,,,,,,,,,,
english small letter y,,⠽,,,,,,,,,,,,,,,,,,,,,
english small letter z,,⠵,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
minus followed by minus ,,,,,,,,,,,,,,,,,,,,,,,
New Symbols,,,,,,,,,,,,,,,,,,,,,,,
arrow pointing left over arrow pointing right,,,,,,,,,,,,,,,,⠪⠒⠒⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>&#x21C6;</mo><mi>y</mi></math>",,,,,,
